1.568722850093159371e-01 2.976637449450815209e-01 4.803223010506213475e-01 5.999119088957265422e-01 4.242215177995123376e-01 7.745645481965544032e-01 7.113447210125967146e-01 5.809396978054371941e-01 4.940636619744697144e-01 5.954051461941223256e-02
2.967689234821200284e-01 7.384276483962129989e-01 2.944067528599846328e-01 2.810234113025198432e-01 7.481358328673934910e-01 9.875624935819575789e-01 3.153033775805429428e-01 1.809863981482550122e-01 9.432549125590156125e-01 5.555088930251949053e-01
5.846747258992230911e-01 4.977771639032507744e-01 6.102837264088499802e-01 9.261792209464595471e-01 6.720788458908473206e-01 3.381640387901283518e-01 5.877540926178717040e-01 6.134281884676251462e-01 3.398381538927691681e-01 2.586410123129900818e-01
3.165855861324569087e-01 8.838656549627005310e-01 2.602704220777124489e-01 8.176808511922326606e-01 2.618135936642067563e-01 7.448974600298231552e-01 9.749919065145625785e-01 1.922647266127364141e-02 8.437897073913276369e-01 7.218724821014990134e-01
7.800886697626677746e-01 2.301546103337797078e-01 9.482649774707261336e-01 3.562696313700752793e-01 5.027176469536600578e-01 7.231273552900948642e-01 6.995284209703825917e-01 9.917920738205409092e-01 1.293191459904288187e-01 1.912946341116604776e-01
4.711401363350131710e-02 3.849562311408341042e-01 8.341515019773722006e-01 1.254854824652986700e-01 2.333782254468113049e-01 9.690195039321352066e-01 9.692601257698553185e-01 8.526056576575338219e-01 4.986831869231178604e-01 4.180958421757303700e-01
5.220433844042097205e-01 9.584379279286037168e-02 1.858702952322500712e-01 8.337922227415299758e-01 2.963611907138752333e-01 6.495541809847941161e-01 5.927534152073532514e-01 7.920580327297443990e-02 4.886467359074745387e-01 5.006444322468859287e-01
5.554775874321746798e-01 9.176412781988655398e-01 6.820787676001592859e-01 4.292894976352978897e-01 2.950997850891213803e-01 8.417380121993471853e-01 2.695993741930932108e-01 4.619574283705829565e-01 8.186460948001738069e-01 4.015952237666607916e-01
8.719891026772265130e-01 3.407622226841877655e-01 2.624729349724232996e-01 4.379113581927633891e-01 7.197110281961471845e-02 5.287717626200677534e-01 7.078107131785636996e-01 8.763948507201644311e-01 6.494136231679307203e-01 4.185713642812202151e-01
2.797091972296472662e-01 2.696152981032921003e-01 9.340614380475130707e-01 3.298736657631319291e-01 4.993087460265469568e-01 3.786927575311915817e-02 6.283013122303805487e-01 8.094378657384482256e-01 9.436240297213285277e-01 6.411481756872154936e-01
