3.087974513962088441e-01 2.070464460254943795e-01 2.848599337598717307e-01 5.540310980968284893e-01 4.689942426937522280e-01 4.973716692618076474e-01 4.735274435091132439e-01 2.273400325858128124e-01 7.778489105690385985e-01 2.116599662188098918e-01
5.049121815249859591e-01 9.690416619329997872e-01 1.192563549500790243e-01 5.876635485115305757e-01 6.111061119136965702e-01 6.279162689661640373e-01 3.808412454648928414e-01 5.519729168727540713e-01 6.813098274289784984e-01 9.817963651617709342e-01
2.115755218517427760e-01 9.380910205779472433e-01 5.766954732162367092e-01 6.894278148264154638e-02 4.479945823490062429e-01 2.329848231495998956e-01 1.233447812550044764e-01 2.889291484070622973e-01 4.805988548317901010e-01 9.088478265300804493e-01
4.259525028277771908e-01 5.855434054973627234e-01 9.042529279118123320e-01 8.230508954764360618e-01 9.743217602139321309e-01 7.645380202168716721e-02 2.870746964467879581e-01 8.145713648170628263e-01 5.379121534935664695e-01 3.605281325358347111e-01
3.355046752879413674e-01 8.723990881605225844e-01 2.311439046609126136e-01 3.542600430705373782e-01 8.310195532259864182e-01 5.343167319369762636e-01 1.300443900610376291e-01 2.790189599225436634e-01 7.887928704731249629e-01 9.091519979741949919e-01
3.745000916519456435e-01 5.635238672504069291e-01 6.529642894269280795e-01 7.640922472362088325e-01 6.031021861168679443e-01 4.343852174087381446e-02 8.259674737956257395e-02 4.737489678195168086e-01 5.781640474361026127e-01 2.405089739769746826e-01
7.493861326543976853e-01 5.013490938910341033e-01 2.926373096130575613e-01 7.367550919475374105e-02 4.947143723780166313e-01 4.508905593123393452e-01 8.235582950583864026e-02 9.992848950235989625e-01 8.954072386965037378e-01 8.319380222073836650e-01
3.042027275663382602e-01 4.093036814280968105e-01 2.242884027092246768e-01 5.068318496241176474e-01 1.169245321168479457e-01 9.718579291478134374e-01 9.229824739807455103e-01 6.997063112209617186e-01 1.022729929071090060e-01 7.893887967416810536e-01
4.860198669485814582e-01 3.439618521169273135e-01 4.626423840654059205e-02 8.389744702816136490e-01 9.092338264273502890e-01 9.961962311984339236e-01 2.579048660153464567e-01 2.990601672378734310e-02 3.211539403533203441e-02 2.498926683377439284e-01
5.279209543547790373e-01 5.369028182954375117e-01 3.047358385301038863e-01 3.095962329583537009e-01 3.453125546518439615e-01 4.492152126221755637e-01 2.329619393441262343e-02 9.074104417618871210e-01 3.892463726089292475e-01 9.412851050272345033e-01
